knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K06071	1542.77	full	trim	0.928812	419	409	3072	1041	1.48	0.591	serine/threonine-protein kinase N1 [EC:2.7.11.13]
K06072	97.20	domain	all	0.993378	1011	975	1680	398	3.40	0.590	deoxyhypusine monooxygenase [EC:1.14.99.29]
K06073	318.20	domain	all	0.985179	669	446	449	331	1.11	0.590	vitamin B12 transport system permease protein
K06074	251.60	domain	all	0.987898	669	458	423	254	2.00	0.590	vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
K06075	108.07	domain	all	0.852350	3429	2536	1084	276	17.37	0.590	MarR family transcriptional regulator, transcriptional regulator for hemolysin
K06076	83.07	full	all	0.999702	3893	3357	4223	462	14.48	0.590	long-chain fatty acid transport protein
K06077	34.93	domain	all	0.983158	2259	1534	1049	277	13.20	0.590	outer membrane lipoprotein SlyB
K06078	32.87	domain	trim	0.963351	943	342	314	135	7.28	0.590	murein lipoprotein
K06079	71.37	domain	trim	0.935419	690	481	939	340	9.77	0.590	copper homeostasis protein (lipoprotein)
K06080	62.60	full	all	0.994302	662	355	322	136	3.16	0.590	RcsF protein
K06081	400.27	domain	all	0.903874	655	625	2731	517	4.73	0.590	poliovirus receptor-related protein 1
K06082	1334.23	full	all	0.807556	595	588	16403	1119	3.38	0.590	FERM, RhoGEF and pleckstrin domain protein 2
K06083	500.00	full	trim	0.938416	992	944	3774	545	2.60	0.590	WAS protein family, member 3
K06084	480.70	domain	all	0.893319	568	567	11422	1511	6.73	0.590	F-box protein 20
K06085	69.80	full	all	0.996454	871	843	3453	614	7.49	0.590	synovial sarcoma, X breakpoint 2 interacting protein
K06086	553.07	full	all	0.944207	496	496	11330	1076	5.05	0.590	sorbin and SH3 domain containing protein 1
K06087	73.70	full	all	0.990507	12458	11006	9666	350	9.19	0.590	claudin
K06088	289.87	full	trim	0.952164	639	621	1937	588	1.71	0.589	occludin
K06089	317.40	domain	trim	0.969778	362	340	1149	359	2.96	0.590	junctional adhesion molecule 1
K06090	70.20	domain	trim	0.962162	310	279	816	234	5.16	0.590	crumbs 3
K06091	663.50	full	all	0.982018	693	647	7995	1061	2.29	0.590	MAGUK p55 subfamily member 5
K06092	1268.17	domain	all	0.976394	369	369	5792	1865	1.93	0.589	InaD-like protein
K06093	165.30	full	all	0.999599	1404	1244	2906	426	1.92	0.590	partitioning defective protein 6
K06094	713.43	full	all	0.993124	956	946	6343	1373	2.59	0.590	lethal(2) giant larvae protein
K06095	1857.97	full	all	0.797168	676	672	12402	1863	4.33	0.590	multiple PDZ domain protein
K06096	387.30	full	all	0.749896	642	572	1833	342	3.95	0.590	vesicle-associated membrane protein-associated protein A
K06097	1119.70	full	all	0.976714	374	372	4359	1036	1.47	0.590	tight junction protein 3
K06098	1284.47	full	trim	0.988000	464	462	4465	1240	1.32	0.589	tight junction protein 2
K06099	372.80	full	all	0.833094	338	318	1969	430	3.23	0.590	cold shock domain protein A
K06100	98.03	domain	all	0.997015	1043	1012	10946	1197	6.40	0.590	symplekin
K06101	311.13	domain	all	0.981473	685	683	16477	1913	4.96	0.590	[histone H3]-lysine4 N-trimethyltransferase ASH1L [EC:2.1.1.354]
K06102	875.57	full	all	0.997709	441	438	3792	1454	1.95	0.590	cingulin
K06103	760.23	full	all	0.963686	743	611	4887	944	1.44	0.591	calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1]
K06104	519.67	domain	all	0.640080	876	866	5350	973	5.19	0.590	angiomotin like
K06105	177.07	full	all	0.995178	420	414	4449	735	2.71	0.590	tight junction protein 4
K06106	150.93	domain	all	0.997283	941	920	5853	640	1.94	0.590	cortactin
K06107	1143.30	full	all	0.965394	377	375	2978	968	0.92	0.590	erythrocyte membrane protein band 4.1
K06108	461.97	full	all	0.933215	312	216	493	241	0.62	0.589	Ras-related protein Rab-3B
K06109	379.80	domain	all	0.917547	347	275	915	332	1.98	0.590	Ras-related protein Rab-13
K06110	581.63	full	all	0.934590	994	944	4602	996	7.61	0.590	exocyst complex component 3
K06111	209.33	full	all	0.983479	886	854	5969	1323	7.42	0.590	exocyst complex component 4
K06112	1651.73	full	all	0.992653	481	480	4729	1691	1.31	0.591	membrane-associated guanylate kinase-related
K06113	231.07	full	all	0.938731	1484	1405	8466	553	7.93	0.590	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]
K06114	1111.97	domain	all	0.995253	767	741	5165	2546	1.53	0.590	spectrin alpha
K06115	1181.70	domain	all	0.861369	2186	2144	25220	2885	5.08	0.590	spectrin beta
K06116	220.40	full	all	0.963104	137	135	493	247	1.35	0.590	glycerol-1-phosphatase [EC:3.1.3.21]
K06117	292.73	domain	all	0.999529	1182	1062	2046	543	3.26	0.590	glycerol-1-phosphatase [EC:3.1.3.21]
K06118	282.63	full	all	1.000000	844	786	1424	499	1.69	0.591	UDP-sulfoquinovose synthase [EC:3.13.1.1]
K06119	419.30	full	all	0.992907	309	286	2041	773	2.47	0.590	sulfoquinovosyltransferase [EC:2.4.1.-]
K06120	1098.73	full	all	0.837231	82	50	569	555	0.58	0.592	glycerol dehydratase large subunit [EC:4.2.1.30]
K06121	346.33	full	all	0.962963	68	30	200	194	0.54	0.592	glycerol dehydratase medium subunit [EC:4.2.1.30]
K06122	240.73	full	all	0.956364	69	38	152	141	0.64	0.593	glycerol dehydratase small subunit [EC:4.2.1.30]
K06123	205.93	domain	trim	0.978846	262	260	1101	463	3.53	0.590	1-acylglycerone phosphate reductase [EC:1.1.1.101]
K06124	372.23	domain	all	0.946051	506	469	1366	460	2.59	0.590	phosphoethanolamine/phosphocholine phosphatase [EC:3.1.3.75]
K06125	466.53	full	all	0.889591	1069	1043	3383	838	4.48	0.590	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
K06126	394.53	domain	all	0.983654	917	899	3290	707	3.80	0.590	ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]
K06127	420.00	full	all	0.860686	999	955	1917	384	2.06	0.590	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]
K06128	422.20	full	all	0.723079	511	450	1205	292	3.05	0.590	lysophospholipase I [EC:3.1.1.5]
K06129	578.47	full	all	0.841359	697	672	2104	468	2.30	0.590	lysophospholipase III [EC:3.1.1.5]
K06130	307.87	full	all	0.644407	1317	1111	2084	314	4.70	0.590	lysophospholipase II [EC:3.1.1.5]
K06131	259.60	full	all	0.979692	8555	7048	5976	795	14.46	0.590	cardiolipin synthase A/B [EC:2.7.8.-]
K06132	235.73	full	all	0.993654	1821	1583	2708	586	6.28	0.590	cardiolipin synthase C [EC:2.7.8.-]
K06133	59.93	domain	all	0.966898	5016	4491	5977	422	19.05	0.590	4'-phosphopantetheinyl transferase [EC:2.7.8.-]
K06134	64.73	full	all	0.997370	2400	2088	1483	270	5.56	0.590	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
K06135	45.97	full	all	1.000000	456	166	75	45	4.53	1.223	pyrroloquinoline quinone biosynthesis protein A
K06136	168.00	full	trim	1.000000	1252	1095	941	418	3.60	0.590	pyrroloquinoline quinone biosynthesis protein B
K06137	94.57	full	all	0.938836	1676	1322	1117	409	8.82	0.590	pyrroloquinoline-quinone synthase [EC:1.3.3.11]
K06138	46.73	domain	trim	0.942855	1265	988	460	139	7.15	0.590	pyrroloquinoline quinone biosynthesis protein D
K06139	440.50	full	all	0.997606	1188	1048	1048	392	1.71	0.589	PqqA peptide cyclase [EC:1.21.98.4]
K06140	87.00	domain	trim	0.978014	2229	1678	987	275	9.60	0.590	regulator of nucleoside diphosphate kinase
K06141	261.60	full	all	0.987815	644	412	510	394	3.39	0.590	MFS transporter, TsgA protein
K06142	34.63	domain	all	0.998676	4332	3403	1509	226	19.61	0.590	outer membrane protein
K06143	227.17	full	all	0.998973	1161	972	1847	504	3.28	0.590	inner membrane protein
K06144	121.47	full	all	0.998073	618	260	188	111	1.04	0.588	universal stress protein B
K06145	388.57	full	all	0.923921	2427	1948	985	459	5.12	0.590	LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
K06146	472.07	full	all	0.984496	257	134	390	330	1.00	0.592	LacI family transcriptional regulator, gluconate utilization system Gnt-II transcriptional activator
K06147	621.27	domain	all	0.305979	14577	13504	19932	745	13.32	0.590	ATP-binding cassette, subfamily B, bacterial
K06148	575.17	domain	trim	0.244623	1320	1140	3110	736	10.25	0.590	ATP-binding cassette, subfamily C, bacterial
K06149	118.73	domain	trim	0.904124	1521	923	410	212	6.10	0.590	universal stress protein A
K06151	417.00	full	all	0.999372	916	799	1236	591	1.75	0.590	gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
K06152	94.67	full	all	0.974038	1003	897	1088	278	4.94	0.590	gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]
K06153	47.93	domain	all	0.999634	8177	6836	2807	429	6.27	0.590	undecaprenyl-diphosphatase [EC:3.6.1.27]
K06154	208.87	full	all	0.982456	50	28	151	141	0.71	0.590	Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis
K06155	570.13	full	all	0.721696	715	464	646	438	1.40	0.590	Gnt-I system high-affinity gluconate transporter
K06156	604.43	domain	all	0.960534	570	354	477	447	0.82	0.590	Gnt-I system low-affinity gluconate transporter
K06157	699.47	full	all	0.856033	149	61	586	439	0.71	0.592	Gnt-II system L-idonate transporter
K06158	527.47	full	all	0.687866	7650	6814	7744	712	3.95	0.590	ATP-binding cassette, subfamily F, member 3
K06159	561.13	full	all	0.979369	623	468	811	552	1.55	0.589	multidrug/microcin transport system ATP-binding/permease protein
K06160	586.70	full	all	0.913389	649	573	1346	578	2.18	0.590	putative pyoverdin transport system ATP-binding/permease protein
K06161	1009.10	full	all	1.000000	19	19	580	565	0.52	0.591	putative syringomycin transport system ATP-binding/permease protein
K06162	132.57	full	all	1.000000	1656	1415	1260	436	4.53	0.590	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]
K06163	336.73	full	all	1.000000	1161	921	874	498	1.37	0.591	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]
K06164	188.63	full	all	1.000000	1170	992	1082	395	1.67	0.590	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]
K06165	144.03	full	all	0.828331	1192	978	915	443	5.01	0.590	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]
K06166	61.20	full	all	0.997347	1150	943	491	237	5.70	0.590	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]
K06167	148.97	full	all	0.988510	2797	2400	1104	349	6.30	0.590	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]
K06168	445.90	full	all	0.996014	6880	5794	3449	525	2.57	0.590	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
K06169	132.60	full	trim	1.000000	1799	1557	747	262	1.93	0.590	tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69]
K06170	36.67	full	all	0.997225	715	539	671	172	3.51	0.590	presenilin enhancer 2
K06171	209.03	full	all	1.000000	771	752	3317	783	5.10	0.590	nicastrin
K06172	82.73	full	all	1.000000	1103	929	1940	322	3.80	0.590	gamma-secretase subunit APH-1
K06173	219.53	domain	all	0.880446	10131	8710	9164	493	11.63	0.590	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
K06174	307.03	full	all	1.000000	1583	1291	3886	1046	2.58	0.589	ATP-binding cassette, sub-family E, member 1
K06175	228.47	full	all	0.995684	1574	1280	912	332	2.96	0.590	tRNA pseudouridine65 synthase [EC:5.4.99.26]
K06176	73.67	full	all	0.998297	3884	3517	10286	647	7.59	0.590	tRNA pseudouridine13 synthase [EC:5.4.99.27]
K06177	223.53	domain	all	0.874321	5348	4617	3850	394	7.12	0.590	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]
K06178	258.87	full	all	0.915618	7610	6180	8805	557	8.17	0.590	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
K06179	324.00	full	all	0.840254	4409	3535	2969	436	6.52	0.590	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]
K06180	288.17	full	all	0.806375	12768	10740	6251	414	9.15	0.590	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
K06181	211.33	domain	all	0.989106	2705	2313	1267	389	3.35	0.590	23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]
K06182	254.80	full	all	0.911557	2771	2329	3215	368	4.39	0.590	23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]
K06183	280.47	domain	all	0.826965	4143	3325	1189	306	4.19	0.590	16S rRNA pseudouridine516 synthase [EC:5.4.99.19]
K06184	738.87	domain	all	0.965123	845	812	4541	959	2.28	0.590	ATP-binding cassette, subfamily F, member 1
K06185	797.80	full	trim	0.986756	1124	985	3527	1211	2.03	0.590	ATP-binding cassette, subfamily F, member 2
K06186	65.73	full	all	0.990357	2305	1623	1255	252	11.13	0.590	outer membrane protein assembly factor BamE
K06187	77.30	full	all	0.999653	7657	5759	1165	381	5.31	0.590	recombination protein RecR
K06188	256.03	domain	all	0.903717	2738	2226	1800	334	4.90	0.590	aquaporin Z
K06189	314.43	full	all	0.934607	3380	2503	1349	403	4.10	0.590	hemolysin (HlyC) family protein
K06190	50.67	full	all	0.999085	2894	2188	1014	265	6.45	0.590	intracellular septation protein
K06191	77.03	domain	all	0.884856	2457	1670	556	146	10.16	0.590	glutaredoxin-like protein NrdH
K06192	211.33	full	all	0.998709	1962	1552	3221	638	3.94	0.590	paraquat-inducible protein B
K06193	39.53	domain	all	0.992405	4407	3317	686	159	6.34	0.590	protein PhnA
K06194	155.77	domain	all	0.771668	2605	2085	2444	445	7.23	0.590	lipoprotein NlpD
K06195	140.90	domain	trim	0.977365	3053	2276	672	227	3.99	0.590	ApaG protein
K06196	142.27	full	all	0.883887	4735	4064	3514	337	11.01	0.590	cytochrome c-type biogenesis protein
K06197	31.73	full	all	1.000000	668	419	327	153	5.04	0.590	cation transport regulator
K06198	78.13	full	all	0.998076	988	781	1753	393	14.09	0.590	competence protein CoiA
K06199	29.20	domain	all	0.995814	9602	7885	9107	647	19.79	0.590	fluoride exporter
K06200	292.70	full	all	0.782361	3135	2609	2470	644	2.61	0.590	carbon starvation protein
K06201	44.23	full	all	0.997571	3711	3083	2173	361	6.77	0.590	copper homeostasis protein
K06202	96.57	full	trim	0.960665	1785	1214	309	131	2.98	0.590	iron-sulfur cluster assembly protein CyaY
K06203	66.27	full	all	0.995656	2589	2192	1312	358	10.31	0.590	CysZ protein
K06204	42.03	domain	all	0.993146	6731	4974	3362	376	25.49	0.590	RNA polymerase-binding transcription factor
K06205	132.47	domain	all	0.996059	1256	894	378	168	2.69	0.590	MioC protein
K06206	61.30	full	all	0.995174	2611	2165	1586	330	5.47	0.590	sugar fermentation stimulation protein A
K06207	323.87	domain	all	0.999678	7752	6216	2870	739	1.75	0.590	GTP-binding protein
K06208	81.87	full	all	0.988999	1072	899	364	185	2.63	0.590	chorismate mutase [EC:5.4.99.5]
K06209	123.67	full	all	1.000000	819	603	253	147	1.50	0.589	chorismate mutase [EC:5.4.99.5]
K06210	104.50	full	all	0.996831	1720	1578	5596	493	6.50	0.590	nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
K06211	126.80	full	all	0.999420	1199	864	1214	420	6.76	0.590	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]
K06212	337.40	full	all	0.925591	1102	746	1108	448	4.15	0.590	formate transporter
K06213	93.53	domain	all	0.999080	6419	5434	2782	661	7.39	0.590	magnesium transporter
K06214	187.03	full	all	0.996839	661	476	921	374	2.43	0.590	curli production assembly/transport component CsgG
K06215	122.73	full	all	1.000000	3549	2861	1226	364	1.72	0.590	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
K06216	368.63	full	all	0.974123	177	119	356	294	1.20	0.589	putative ribose uptake protein
K06217	199.60	full	all	0.997455	7377	5907	3008	547	4.13	0.590	phosphate starvation-inducible protein PhoH and related proteins
K06218	42.50	domain	all	0.906437	3689	3030	1237	162	27.68	0.590	mRNA interferase RelE/StbE
K06219	220.80	full	all	1.000000	1126	827	669	290	1.80	0.590	tRNA 5-carboxymethoxyuridine methyltransferase [EC:2.1.1.-]
K06221	348.57	domain	all	0.700493	3879	3232	1008	391	3.89	0.590	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]
K06222	324.20	domain	trim	0.968225	1700	1424	714	410	2.09	0.590	2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]
K06223	88.20	full	all	0.927712	4148	3428	4397	632	14.74	0.590	DNA adenine methylase [EC:2.1.1.72]
K06224	611.13	domain	all	0.676629	137	135	1229	496	1.98	0.590	hedgehog
K06225	1888.63	full	trim	0.826969	623	617	7498	1955	2.73	0.590	patched 1
K06226	321.50	domain	all	0.992763	573	554	4590	883	2.43	0.590	smoothened
K06227	718.53	full	all	0.916850	140	136	2419	1001	2.54	0.590	costal 2
K06228	470.47	full	all	0.999267	691	684	4832	1345	3.55	0.590	fused [EC:2.7.11.1]
K06229	154.63	full	all	1.000000	683	614	2311	489	1.87	0.589	suppressor of fused
K06230	1851.63	full	trim	0.956046	391	378	3303	1569	1.64	0.590	zinc finger protein GLI3
K06231	692.93	full	all	0.998582	378	350	1976	855	0.86	0.589	hedgehog interacting protein
K06232	102.67	full	all	0.997555	650	612	1815	417	3.77	0.590	growth arrest-specific 1
K06233	2587.27	domain	all	0.931003	738	738	17344	4230	1.88	0.590	low density lipoprotein-related protein 2
K06234	225.43	domain	all	0.987882	627	534	1030	287	1.48	0.591	Ras-related protein Rab-23
K06235	790.17	domain	trim	0.886400	397	344	1822	545	1.14	0.590	zinc finger protein ZIC 2
K06236	1494.20	full	all	0.568412	1003	962	10877	1409	8.94	0.590	collagen type I alpha
K06237	567.33	domain	all	0.963827	2920	2912	33942	1681	5.30	0.590	collagen type IV alpha
K06238	430.13	domain	all	0.960242	2139	2129	75580	2988	8.49	0.590	collagen type VI alpha
K06240	1547.10	domain	all	0.913492	1037	1036	17486	3610	2.65	0.590	laminin, alpha 3/5
K06241	1815.93	full	all	0.993208	372	371	2584	1781	1.02	0.589	laminin, alpha 4
K06243	2624.43	full	all	0.869306	582	582	8913	1905	1.43	0.589	laminin, beta 2
K06244	755.23	domain	all	0.985755	356	356	2300	1172	1.17	0.590	laminin, beta 3
K06245	2251.07	full	all	0.956530	329	329	5446	2369	1.42	0.590	laminin, beta 4
K06246	976.93	domain	all	0.973937	363	363	1964	1180	1.10	0.590	laminin, gamma 2
K06247	1997.23	full	all	0.943584	356	356	4388	1609	1.08	0.589	laminin, gamma 3
K06248	473.33	domain	all	0.974291	394	362	1307	461	3.31	0.590	chondroadherin
K06249	940.67	full	all	1.000000	424	423	9699	3405	1.68	0.590	reelin [EC:3.4.21.-]
K06250	99.80	full	all	0.993789	251	240	1092	356	2.71	0.590	secreted phosphoprotein 1
K06251	320.20	domain	trim	0.997770	453	450	2418	867	1.82	0.590	vitronectin
K06252	365.90	domain	all	0.992326	1583	1579	42553	1876	5.05	0.590	tenascin
K06253	118.60	full	all	1.000000	254	249	599	288	1.35	0.591	integrin binding sialoprotein
K06254	599.37	domain	all	0.992559	475	474	7559	1866	2.17	0.591	agrin
K06255	1261.60	domain	all	0.994126	340	340	16169	3595	1.26	0.590	basement membrane-specific heparan sulfate proteoglycan core protein
K06256	248.73	full	all	0.992618	342	341	2848	603	3.29	0.590	CD44 antigen
K06257	201.30	full	all	0.961468	284	280	2026	373	3.29	0.590	syndecan 1
K06258	247.10	domain	all	0.997052	2196	2038	5529	743	4.99	0.590	MFS transporter, VNT family, synaptic vesicle glycoprotein 2
K06259	542.53	full	all	0.951549	447	429	1094	517	2.62	0.590	CD36 antigen
K06260	415.43	domain	trim	0.955356	348	332	3538	1236	4.23	0.590	platelet glycoprotein V
K06261	226.33	domain	all	0.996885	329	326	3633	741	4.78	0.590	platelet glycoprotein Ib alpha chain
K06262	210.30	domain	all	0.997076	360	342	943	370	2.27	0.590	platelet glycoprotein Ib beta chain
K06263	153.50	domain	all	1.000000	370	353	669	315	3.26	0.590	platelet glycoprotein IX
K06264	334.37	domain	all	0.883554	168	165	2245	529	3.14	0.590	platelet glycoprotein VI
K06265	142.03	domain	all	0.997053	686	677	5748	1070	5.22	0.590	dystroglycan 1
K06266	117.97	full	all	1.000000	269	254	1442	420	2.18	0.590	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
K06267	104.30	domain	all	0.998855	440	438	4399	941	5.97	0.590	hyaluronan-mediated motility receptor
K06268	136.27	domain	all	0.933904	3089	2358	3277	290	7.52	0.590	serine/threonine-protein phosphatase 2B regulatory subunit
K06269	413.20	full	all	0.945346	4194	2931	7156	486	2.87	0.590	serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
K06270	1037.47	full	all	0.836434	557	537	4908	1069	2.47	0.590	protein phosphatase 1 regulatory subunit 12A
K06271	1303.93	full	all	0.995800	1106	1079	13823	2719	2.85	0.590	talin
K06272	232.30	domain	all	0.966975	729	563	1608	763	3.11	0.590	integrin-linked kinase [EC:2.7.11.1]
K06273	556.80	full	all	0.982007	381	369	2192	771	1.86	0.590	zyxin
K06274	483.73	full	all	0.945902	372	353	1623	418	1.64	0.591	vasodilator-stimulated phosphoprotein
K06275	186.13	full	all	0.997475	1406	1185	3168	479	2.54	0.590	parvin
K06276	364.83	domain	all	0.978990	1146	1067	7361	608	3.38	0.590	3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
K06277	293.03	domain	all	0.997070	691	683	6778	1084	2.85	0.590	Rap guanine nucleotide exchange factor 1
